Time,cus_name,Location
9:15:00,Alyssa,dairy
9:15:00,Mackenzie,fruit
9:15:00,Stacy,dairy
9:16:00,Madeline,drinks
9:16:00,Mackenzie,dairy
9:16:00,Chase,fruit
9:17:00,Dustin,checkout
9:17:00,Brad,fruit
9:17:00,Natalie,fruit
9:17:00,Danny,dairy
9:17:00,Isaac,spices
9:17:00,Denise,checkout
9:17:00,Derrick,drinks
9:17:00,Ariana,spices
9:17:00,Priscilla,spices
9:18:00,Evelyn,dairy
9:18:00,Miranda,spices
9:19:00,Casey,drinks
9:19:00,Paige,drinks
9:19:00,Marissa,checkout
9:19:00,Ariana,checkout
9:19:00,Candace,fruit
9:19:00,Steve,spices
9:19:00,Adriana,drinks
9:19:00,Alexander,dairy
9:19:00,Noah,drinks
9:19:00,Troy,dairy
9:19:00,Pam,dairy
9:20:00,Clarence,checkout
9:20:00,Brendan,drinks
9:20:00,Jeffery,fruit
9:20:00,Kellie,drinks
9:20:00,Dennis,checkout
9:20:00,Sergio,drinks
9:20:00,Kristine,dairy
9:20:00,Alice,fruit
9:20:00,Anita,dairy
9:20:00,Caitlin,fruit
9:21:00,Darryl,checkout
9:21:00,Edwin,dairy
9:21:00,Kellie,fruit
9:21:00,Tina,checkout
9:21:00,Stefanie,spices
9:22:00,Bonnie,drinks
9:22:00,Steve,fruit
9:22:00,Selena,spices
9:22:00,Adriana,checkout
9:22:00,Mackenzie,drinks
9:22:00,Laurie,fruit
9:23:00,Rebecca,checkout
9:23:00,Mindy,drinks
9:23:00,Brenda,drinks
9:24:00,Joanna,checkout
9:24:00,Alexander,checkout
9:24:00,Tony,drinks
9:24:00,Kirk,spices
9:24:00,Norman,spices
9:24:00,Angela,fruit
9:24:00,Oscar,spices
9:25:00,Mackenzie,spices
9:25:00,Ann,checkout
9:25:00,Maurice,dairy
9:25:00,Aimee,spices
9:26:00,Dorothy,dairy
9:26:00,Toni,spices
9:26:00,Sylvia,spices
9:26:00,Melissa,checkout
9:26:00,Joann,checkout
9:26:00,Laurie,checkout
9:26:00,Anita,checkout
9:26:00,Ebony,dairy
9:27:00,Wendy,spices
9:27:00,Misty,dairy
9:27:00,Sandra,spices
9:27:00,Jillian,checkout
9:27:00,Jeff,checkout
9:27:00,Aimee,drinks
9:27:00,Tristan,drinks
9:27:00,Stefanie,fruit
9:27:00,Doris,fruit
9:27:00,Vickie,spices
9:28:00,Jeffery,checkout
9:28:00,Dave,spices
9:28:00,Janet,spices
9:28:00,Sonya,spices
9:28:00,Sheena,drinks
9:28:00,Devon,drinks
9:29:00,Steve,drinks
9:29:00,Rachael,checkout
9:29:00,Erin,checkout
9:29:00,Diamond,spices
9:29:00,Jason,fruit
9:30:00,Norman,drinks
9:30:00,Bailey,checkout
9:30:00,Vicki,checkout
9:30:00,Steve,spices
9:30:00,Colton,drinks
9:30:00,Christy,fruit
9:30:00,Darius,spices
9:30:00,Darryl,drinks
9:30:00,Steve,dairy
9:31:00,Randall,checkout
9:31:00,Brad,dairy
9:31:00,Dustin,drinks
9:31:00,Noah,drinks
9:31:00,Andrea,dairy
9:31:00,Tristan,fruit
9:32:00,Kirk,drinks
9:32:00,Catherine,checkout
9:32:00,Casey,drinks
9:32:00,Barry,dairy
9:33:00,Jim,drinks
9:33:00,Arthur,spices
9:33:00,Briana,dairy
9:33:00,Cesar,checkout
9:33:00,Sylvia,checkout
9:33:00,Rachael,drinks
9:33:00,Sheena,drinks
9:33:00,Vernon,dairy
9:33:00,Tommy,dairy
9:34:00,Heather,spices
9:34:00,Priscilla,dairy
9:34:00,Judith,drinks
9:34:00,Jodi,drinks
9:34:00,Kirk,checkout
9:34:00,Priscilla,checkout
9:34:00,Raven,drinks
9:34:00,Grant,dairy
9:34:00,Marvin,drinks
9:34:00,Caleb,drinks
9:34:00,Gene,fruit
9:35:00,Briana,checkout
9:35:00,Mandy,drinks
9:35:00,Steve,checkout
9:35:00,Kenneth,dairy
9:35:00,Jody,drinks
9:35:00,Kent,fruit
9:35:00,Latoya,drinks
9:35:00,Faith,dairy
9:36:00,Javier,dairy
9:36:00,Rose,fruit
9:36:00,Karina,fruit
9:37:00,Hayden,checkout
9:37:00,Christina,drinks
9:38:00,Todd,checkout
9:38:00,Crystal,fruit
9:38:00,Alison,dairy
9:38:00,Tony,spices
9:38:00,Edgar,dairy
9:38:00,Sheena,dairy
9:38:00,Claudia,fruit
9:38:00,Joyce,drinks
9:39:00,Pam,fruit
9:39:00,Brandy,drinks
9:39:00,Cynthia,fruit
9:39:00,Jenny,drinks
9:39:00,Diamond,spices
9:39:00,Joann,spices
9:40:00,Arthur,dairy
9:40:00,Sheena,checkout
9:40:00,Kathy,fruit
9:40:00,Tony,drinks
9:40:00,Ricky,drinks
9:41:00,Heather,dairy
9:41:00,Eileen,drinks
9:41:00,Peter,fruit
9:41:00,Bridget,fruit
9:41:00,Julian,drinks
9:42:00,Bridget,fruit
9:42:00,Allison,spices
9:42:00,Elizabeth,fruit
9:42:00,Dakota,spices
9:43:00,Karla,dairy
9:43:00,Vickie,dairy
9:43:00,Rhonda,drinks
9:43:00,Howard,spices
9:43:00,Audrey,spices
9:43:00,Brad,spices
9:43:00,Eileen,spices
9:43:00,Tara,spices
9:43:00,Devin,dairy
9:44:00,Paula,checkout
9:44:00,Devin,drinks
9:44:00,Brian,fruit
9:45:00,Ariana,drinks
9:45:00,Jeremy,checkout
9:45:00,Danny,checkout
9:45:00,Diamond,checkout
9:45:00,Monique,drinks
9:45:00,Steve,fruit
9:45:00,Xavier,spices
9:45:00,Anna,spices
9:46:00,Sonya,checkout
9:46:00,Christy,drinks
9:46:00,Monique,checkout
9:46:00,Mary,checkout
9:46:00,Sue,fruit
9:46:00,Michele,dairy
9:47:00,Tommy,drinks
9:47:00,Danny,dairy
9:47:00,Elizabeth,checkout
9:47:00,Alfred,spices
9:47:00,Diane,fruit
9:47:00,Cristian,drinks
9:48:00,Derrick,checkout
9:48:00,Felicia,dairy
9:48:00,Rachael,checkout
9:48:00,Noah,checkout
9:48:00,Johnathan,spices
9:48:00,Carmen,spices
9:49:00,Edwin,checkout
9:49:00,Vernon,checkout
9:49:00,Kellie,drinks
9:49:00,Casey,fruit
9:49:00,Gene,checkout
9:49:00,Joann,dairy
9:49:00,Audrey,drinks
9:49:00,Gavin,fruit
9:50:00,Isabel,checkout
9:50:00,Alfred,dairy
9:50:00,Aimee,fruit
9:50:00,Audrey,fruit
9:50:00,Judith,checkout
9:50:00,Gavin,drinks
9:50:00,Heather,dairy
9:50:00,Cindy,dairy
9:50:00,Seth,spices
9:50:00,Deborah,drinks
9:51:00,Tracey,dairy
9:51:00,Latoya,checkout
9:51:00,Kristine,fruit
9:51:00,Charlotte,checkout
9:51:00,Jerome,dairy
9:51:00,Candice,spices
9:51:00,Mark,spices
9:51:00,Kathleen,dairy
9:51:00,Daniel,drinks
9:52:00,Isaac,checkout
9:52:00,Wayne,drinks
9:52:00,Savannah,drinks
9:52:00,Lauren,dairy
9:52:00,Erika,dairy
9:52:00,Autumn,dairy
9:52:00,Meghan,drinks
9:53:00,Javier,drinks
9:53:00,Cindy,drinks
9:53:00,Carmen,fruit
9:53:00,April,checkout
9:53:00,Cole,dairy
9:53:00,Connor,drinks
9:53:00,Candice,spices
9:53:00,Devin,dairy
9:54:00,Beth,checkout
9:54:00,Felicia,checkout
9:54:00,Gerald,checkout
9:54:00,Cindy,dairy
9:55:00,Ebony,spices
9:55:00,Edgar,checkout
9:55:00,Raymond,spices
9:55:00,Maxwell,dairy
9:55:00,Colleen,spices
9:55:00,Kaylee,drinks
9:56:00,Audrey,drinks
9:56:00,Stacy,fruit
9:56:00,Julian,checkout
9:56:00,Danielle,checkout
9:56:00,Samuel,drinks
9:56:00,Christy,drinks
9:57:00,Stefanie,checkout
9:57:00,Audrey,checkout
9:57:00,Alexis,drinks
9:57:00,Tyrone,drinks
9:57:00,Shawna,spices
9:57:00,Shirley,fruit
9:58:00,Maurice,checkout
9:58:00,Alice,drinks
9:58:00,Cody,fruit
9:58:00,Christy,checkout
9:58:00,Ryan,drinks
9:58:00,Cindy,spices
9:58:00,Colton,checkout
9:58:00,Mckenzie,fruit
9:58:00,Cheryl,dairy
9:58:00,Neil,dairy
9:59:00,Alexander,fruit
9:59:00,Don,fruit
9:59:00,Julie,fruit
9:59:00,Stephanie,dairy
9:59:00,Sherri,drinks
9:59:00,Johnathan,drinks
9:59:00,Cassandra,dairy
9:60:00,Jody,checkout
9:60:00,Scott,spices
9:60:00,Tyrone,fruit
9:60:00,Neil,spices
9:60:00,Pam,dairy
9:60:00,Gordon,dairy
9:60:00,Ariel,dairy
10:1:00,Rhonda,spices
10:1:00,Jodi,checkout
10:1:00,Todd,drinks
10:1:00,Cathy,drinks
10:1:00,Mckenzie,fruit
10:1:00,Rachel,drinks
10:1:00,Bradley,spices
10:2:00,Alexandria,checkout
10:2:00,Dorothy,checkout
10:2:00,Cheyenne,spices
10:2:00,Caleb,checkout
10:2:00,Dillon,spices
10:2:00,Vanessa,spices
10:2:00,Miranda,fruit
10:2:00,Antonio,spices
10:2:00,Bethany,fruit
10:2:00,Belinda,drinks
10:3:00,Cathy,spices
10:3:00,Arthur,fruit
10:3:00,Stephanie,checkout
10:3:00,Allison,drinks
10:3:00,Latoya,checkout
10:3:00,Eddie,fruit
10:3:00,Greg,drinks
10:4:00,Kellie,spices
10:4:00,Madeline,checkout
10:4:00,Chase,dairy
10:4:00,Sandra,checkout
10:4:00,Ross,dairy
10:4:00,Lee,spices
10:4:00,Lance,drinks
10:5:00,Devon,checkout
10:5:00,Douglas,dairy
10:5:00,Angela,drinks
10:5:00,Eileen,checkout
10:5:00,Riley,drinks
10:5:00,Alison,dairy
10:5:00,Riley,drinks
10:6:00,Miranda,drinks
10:6:00,Brenda,checkout
10:6:00,Samuel,checkout
10:6:00,Heather,checkout
10:6:00,Meghan,spices
10:6:00,Misty,drinks
10:6:00,Damon,spices
10:6:00,Alice,spices
10:7:00,Claudia,dairy
10:7:00,Corey,spices
10:7:00,Martha,spices
10:7:00,Tommy,dairy
10:7:00,Hector,drinks
10:8:00,Brendan,checkout
10:8:00,Jenny,checkout
10:8:00,Judy,dairy
10:8:00,Madeline,dairy
10:8:00,Tina,dairy
10:8:00,Jose,drinks
10:8:00,Melvin,dairy
10:9:00,Dave,dairy
10:9:00,Jason,drinks
10:9:00,Regina,fruit
10:9:00,Amy,drinks
10:9:00,Dana,dairy
10:9:00,Dennis,drinks
10:10:00,Christopher,drinks
10:10:00,Ebony,fruit
10:10:00,Troy,checkout
10:10:00,Alicia,fruit
10:10:00,Ariel,spices
10:10:00,Mandy,checkout
10:10:00,Ashlee,spices
10:10:00,Monica,spices
10:10:00,Greg,drinks
10:10:00,Michele,spices
10:11:00,Savannah,spices
10:11:00,Steve,checkout
10:11:00,Wendy,checkout
10:11:00,Dan,checkout
10:11:00,Melvin,fruit
10:11:00,Jerome,dairy
10:11:00,Destiny,drinks
10:12:00,Xavier,fruit
10:12:00,Cheryl,fruit
10:12:00,Andrea,checkout
10:12:00,Regina,drinks
10:12:00,Kathy,drinks
10:12:00,Warren,spices
10:12:00,Paige,spices
10:12:00,Catherine,spices
10:13:00,Casey,checkout
10:13:00,Diana,fruit
10:13:00,Anna,dairy
10:13:00,Kent,checkout
10:13:00,Tina,spices
10:13:00,Dennis,checkout
10:13:00,Tommy,fruit
10:13:00,Derrick,dairy
10:13:00,Dylan,fruit
10:13:00,Raymond,drinks
10:13:00,Evelyn,fruit
10:13:00,Jack,fruit
10:14:00,Brian,spices
10:14:00,Tanya,dairy
10:14:00,Jerome,fruit
10:14:00,Melissa,dairy
10:14:00,Alex,fruit
10:14:00,Elizabeth,drinks
10:15:00,Mckenzie,checkout
10:15:00,Jose,checkout
10:15:00,Neil,fruit
10:15:00,Leonard,spices
10:15:00,Eddie,fruit
10:15:00,Melody,spices
10:15:00,Shelley,fruit
10:16:00,Colleen,dairy
10:16:00,Alicia,checkout
10:16:00,Jason,checkout
10:16:00,Tanner,spices
10:17:00,Jerome,checkout
10:17:00,Dorothy,checkout
10:17:00,Anne,checkout
10:17:00,Tommy,checkout
10:17:00,Bridget,drinks
10:17:00,Jim,checkout
10:17:00,Laura,fruit
10:18:00,Raymond,checkout
10:18:00,Walter,checkout
10:18:00,Regina,checkout
10:18:00,Caitlyn,fruit
10:18:00,Eugene,spices
10:18:00,Patricia,drinks
10:19:00,Colleen,checkout
10:19:00,Raven,fruit
10:19:00,Alice,drinks
10:19:00,Melvin,checkout
10:19:00,Jackson,drinks
10:19:00,Tommy,fruit
10:19:00,Allen,dairy
10:19:00,Christina,dairy
10:19:00,Sonya,drinks
10:20:00,Casey,fruit
10:20:00,Peter,checkout
10:20:00,Gabrielle,drinks
10:20:00,Rodney,dairy
10:20:00,Clinton,fruit
10:21:00,Brandy,checkout
10:21:00,Amy,checkout
10:21:00,Shawna,dairy
10:21:00,Thomas,checkout
10:21:00,Chase,spices
10:21:00,Michele,spices
10:21:00,Glenn,spices
10:21:00,John,spices
10:22:00,Kellie,spices
10:22:00,Javier,fruit
10:22:00,Cynthia,dairy
10:22:00,Mckenzie,fruit
10:22:00,Caitlyn,checkout
10:22:00,Cristian,checkout
10:22:00,Scott,drinks
10:22:00,Katie,drinks
10:22:00,Guy,drinks
10:22:00,Doris,dairy
10:22:00,Marissa,fruit
10:22:00,Jeffrey,fruit
10:23:00,Ebony,checkout
10:23:00,Michele,drinks
10:23:00,Karina,checkout
10:23:00,Marvin,spices
10:23:00,Javier,fruit
10:23:00,Diana,checkout
10:23:00,Mercedes,checkout
10:23:00,Alyssa,dairy
10:23:00,Joshua,spices
10:23:00,Chelsea,fruit
10:23:00,Melody,drinks
10:24:00,Allison,checkout
10:24:00,Faith,spices
10:24:00,Pam,drinks
10:24:00,Selena,checkout
10:24:00,Ivan,checkout
10:24:00,Joann,spices
10:24:00,Charlotte,checkout
10:24:00,Lorraine,fruit
10:24:00,Lucas,dairy
10:24:00,Frances,spices
10:25:00,Steve,checkout
10:25:00,Candace,spices
10:25:00,Greg,fruit
10:25:00,Gregg,dairy
10:25:00,Samuel,dairy
10:26:00,Gordon,drinks
10:26:00,Kristine,checkout
10:26:00,Eddie,drinks
10:26:00,Hector,checkout
10:26:00,Luke,checkout
10:26:00,Michele,dairy
10:26:00,Michele,drinks
10:26:00,Riley,fruit
10:26:00,Angelica,drinks
10:26:00,Connor,spices
10:27:00,Ross,spices
10:27:00,Todd,fruit
10:27:00,Jeremy,dairy
10:27:00,Jacob,dairy
10:27:00,Peggy,drinks
10:27:00,Darryl,spices
10:27:00,Mindy,dairy
10:28:00,Destiny,checkout
10:28:00,Julie,spices
10:28:00,Jack,drinks
10:28:00,Paige,fruit
10:28:00,Cheryl,checkout
10:28:00,Dave,dairy
10:28:00,Sarah,drinks
10:28:00,Trevor,drinks
10:28:00,Dominique,fruit
10:29:00,Trevor,checkout
10:29:00,Bobby,checkout
10:29:00,Gavin,checkout
10:29:00,Tracie,checkout
10:29:00,Laura,fruit
10:29:00,Shannon,spices
10:30:00,Dana,drinks
10:30:00,Alyssa,checkout
10:30:00,Paige,fruit
10:30:00,Jackie,fruit
10:30:00,Renee,spices
10:30:00,Jaclyn,dairy
10:30:00,Courtney,spices
10:30:00,Holly,drinks
10:31:00,Tina,checkout
10:31:00,Riley,spices
10:31:00,Laura,checkout
10:31:00,Cassandra,spices
10:31:00,Olivia,drinks
10:31:00,Alvin,spices
10:32:00,Emma,checkout
10:32:00,Raymond,fruit
10:32:00,Lucas,checkout
10:32:00,Julie,checkout
10:32:00,Amanda,dairy
10:32:00,Bob,drinks
10:33:00,Crystal,dairy
10:33:00,Michele,fruit
10:34:00,Marvin,drinks
10:34:00,Stacy,spices
10:34:00,Connor,drinks
10:34:00,Pedro,spices
10:34:00,Janet,dairy
10:34:00,Kimberly,spices
10:34:00,Neil,spices
10:34:00,Kristina,fruit
10:35:00,Priscilla,checkout
10:35:00,Howard,drinks
10:35:00,Jaclyn,fruit
10:35:00,Kristine,checkout
10:35:00,Isaiah,drinks
10:36:00,Jimmy,fruit
10:36:00,Angelica,fruit
10:36:00,Brady,dairy
10:36:00,Brandon,drinks
10:36:00,Kristy,drinks
10:37:00,Thomas,dairy
10:37:00,Fred,dairy
10:37:00,Clinton,spices
10:37:00,Cameron,drinks
10:38:00,Jimmy,spices
10:38:00,Cole,fruit
10:38:00,Mackenzie,spices
10:38:00,Christina,spices
10:38:00,Anna,spices
10:38:00,Jacob,drinks
10:38:00,Xavier,checkout
10:38:00,Brandi,fruit
10:38:00,Bridget,fruit
10:38:00,Briana,fruit
10:38:00,Colton,dairy
10:39:00,Teresa,spices
10:39:00,Raymond,drinks
10:39:00,Vernon,checkout
10:39:00,Lawrence,spices
10:39:00,Stacey,spices
10:39:00,Carla,fruit
10:39:00,Maureen,drinks
10:39:00,Judy,fruit
10:40:00,Jerome,checkout
10:40:00,Jeffery,spices
10:40:00,Cynthia,spices
10:40:00,Darren,dairy
10:40:00,Julie,dairy
10:40:00,James,drinks
10:40:00,Marcus,spices
10:41:00,Dominique,checkout
10:41:00,Dillon,fruit
10:41:00,Holly,fruit
10:41:00,Gabrielle,checkout
10:41:00,Tommy,spices
10:41:00,Edward,spices
10:42:00,Kellie,drinks
10:42:00,Candace,dairy
10:42:00,Michele,dairy
10:42:00,Carla,drinks
10:42:00,Elizabeth,checkout
10:42:00,Timothy,fruit
10:42:00,Ana,dairy
10:42:00,Judy,spices
10:43:00,Pam,checkout
10:43:00,Bethany,spices
10:43:00,Paige,checkout
10:43:00,Bob,fruit
10:44:00,Meghan,fruit
10:44:00,Raven,spices
10:44:00,Guy,fruit
10:44:00,Brooke,checkout
10:44:00,Terry,drinks
10:44:00,Monica,fruit
10:44:00,Kristi,fruit
10:44:00,Anne,dairy
10:44:00,Trevor,drinks
10:44:00,Brittney,drinks
10:45:00,Bonnie,checkout
10:45:00,Cody,checkout
10:45:00,Natalie,checkout
10:45:00,Grant,checkout
10:45:00,Maxwell,fruit
10:45:00,Ian,checkout
10:45:00,Ariana,dairy
10:45:00,Latasha,spices
10:45:00,Mason,spices
10:46:00,Felicia,fruit
10:46:00,Brandon,fruit
10:46:00,Tamara,checkout
10:46:00,Omar,fruit
10:46:00,Nicholas,spices
10:46:00,Brett,spices
10:46:00,Jim,fruit
10:46:00,Drew,fruit
10:47:00,Christina,drinks
10:47:00,Jaclyn,checkout
10:47:00,Michele,checkout
10:47:00,Craig,drinks
10:47:00,Darren,fruit
10:48:00,Eileen,dairy
10:48:00,Alex,dairy
10:48:00,Miranda,spices
10:48:00,Kathy,spices
10:48:00,Tracie,fruit
10:48:00,Scott,fruit
10:48:00,Shelly,drinks
10:49:00,Audrey,checkout
10:49:00,Rachel,fruit
10:49:00,Mackenzie,drinks
10:49:00,Jeremy,drinks
10:49:00,Sheena,checkout
10:49:00,Sarah,spices
10:49:00,Bernard,checkout
10:49:00,Bernard,dairy
10:49:00,Michele,drinks
10:49:00,Dalton,dairy
10:49:00,Darin,drinks
10:50:00,Neil,checkout
10:50:00,Connor,dairy
10:50:00,Mark,spices
10:51:00,Kenneth,spices
10:51:00,Mason,checkout
10:51:00,Allison,fruit
10:51:00,Yolanda,fruit
10:51:00,Alice,checkout
10:51:00,Vanessa,drinks
10:51:00,Patricia,checkout
10:51:00,Robin,fruit
10:51:00,Amber,drinks
10:51:00,Hayden,drinks
10:51:00,Sabrina,dairy
10:52:00,Bradley,fruit
10:52:00,Tommy,dairy
10:52:00,Crystal,checkout
10:52:00,Michele,dairy
10:52:00,Claudia,drinks
10:52:00,Brandi,dairy
10:52:00,Javier,checkout
10:52:00,Mario,dairy
10:52:00,Sarah,spices
10:53:00,Cathy,checkout
10:53:00,Christine,drinks
10:53:00,Alfred,fruit
10:53:00,Dylan,spices
10:53:00,Anita,spices
10:53:00,Alexandria,dairy
10:53:00,Helen,spices
10:54:00,Stefanie,dairy
10:54:00,Roy,fruit
10:54:00,Daryl,spices
10:54:00,Cameron,drinks
10:55:00,Kellie,fruit
10:55:00,Brittney,fruit
10:55:00,Michele,drinks
10:55:00,Nicholas,checkout
10:55:00,Brandon,checkout
10:55:00,Brandon,drinks
10:55:00,Tom,dairy
10:55:00,Kelly,fruit
10:55:00,Cameron,fruit
10:55:00,Alexandra,fruit
10:56:00,Bethany,checkout
10:56:00,Dave,drinks
10:56:00,Tyrone,checkout
10:56:00,Mindy,spices
10:56:00,Rhonda,fruit
10:56:00,Kimberly,fruit
10:56:00,Maurice,drinks
10:56:00,Angelica,dairy
10:56:00,Jenna,dairy
10:57:00,Miranda,fruit
10:57:00,Raymond,spices
10:57:00,Allen,checkout
10:57:00,Martha,drinks
10:57:00,Lauren,checkout
10:57:00,Amber,fruit
10:57:00,Shane,dairy
10:57:00,Dale,spices
10:58:00,Clinton,dairy
10:58:00,Dustin,checkout
10:58:00,Meghan,checkout
10:58:00,Mindy,dairy
10:58:00,Barry,fruit
10:58:00,Lawrence,checkout
10:58:00,Christopher,checkout
10:58:00,Audrey,spices
10:58:00,Taylor,drinks
10:58:00,Nicolas,fruit
10:59:00,Candace,checkout
10:59:00,Melody,spices
10:59:00,Alexa,checkout
10:59:00,Dillon,drinks
10:59:00,Guy,dairy
10:59:00,Jeff,fruit
10:59:00,Carmen,drinks
10:59:00,John,dairy
10:60:00,Cole,drinks
10:60:00,Edgar,checkout
10:60:00,Toni,spices
10:60:00,Sheena,fruit
10:60:00,Casey,fruit
10:60:00,Stacie,drinks
10:60:00,Eugene,spices
10:60:00,Clayton,spices
10:60:00,Michele,spices
11:1:00,Diane,checkout
11:1:00,Chase,fruit
11:1:00,Bridget,drinks
11:1:00,Dave,spices
11:1:00,Ross,fruit
11:1:00,Kathleen,checkout
11:1:00,Joshua,checkout
11:1:00,Catherine,fruit
11:1:00,Roger,fruit
11:1:00,Darren,drinks
11:2:00,Colton,spices
11:2:00,Molly,checkout
11:2:00,Devin,checkout
11:2:00,Courtney,drinks
11:2:00,Vanessa,checkout
11:2:00,Rose,drinks
11:2:00,Judy,drinks
11:2:00,Joyce,dairy
11:2:00,Oscar,fruit
11:2:00,Frances,dairy
11:2:00,Sylvia,fruit
11:3:00,Lindsey,fruit
11:3:00,Kenneth,checkout
11:3:00,Cameron,fruit
11:3:00,Joanne,spices
11:3:00,Isabel,fruit
11:3:00,Sonya,dairy
11:3:00,Mason,fruit
11:4:00,Raven,drinks
11:4:00,Dave,drinks
11:4:00,Pedro,dairy
11:4:00,Frances,dairy
11:4:00,Joyce,drinks
11:4:00,Mark,checkout
11:4:00,Briana,checkout
11:4:00,Sally,dairy
11:4:00,Mindy,drinks
11:4:00,Barry,drinks
11:4:00,Emily,dairy
11:4:00,Jade,spices
11:5:00,Sarah,drinks
11:5:00,Taylor,checkout
11:5:00,Greg,checkout
11:5:00,Glenn,checkout
11:5:00,Joy,spices
11:5:00,Marie,dairy
11:5:00,Cindy,drinks
11:5:00,Terrence,drinks
11:5:00,Kellie,dairy
11:6:00,Laura,dairy
11:6:00,Jimmy,dairy
11:6:00,Cindy,checkout
11:6:00,Rebecca,drinks
11:6:00,Kristopher,dairy
11:6:00,Harold,spices
11:6:00,Bradley,spices
11:6:00,Tasha,drinks
11:7:00,Autumn,spices
11:7:00,Riley,spices
11:7:00,Maurice,checkout
11:7:00,Meghan,checkout
11:7:00,Kellie,drinks
11:7:00,Jose,dairy
11:7:00,Yesenia,drinks
11:7:00,Jeffrey,dairy
11:7:00,James,spices
11:8:00,Robin,dairy
11:8:00,Kellie,spices
11:9:00,Joyce,checkout
11:9:00,Tara,drinks
11:9:00,Jeff,spices
11:9:00,Jenny,dairy
11:9:00,Jody,drinks
11:10:00,Olivia,spices
11:10:00,Derek,dairy
11:10:00,Briana,spices
11:10:00,Lorraine,dairy
11:10:00,Carrie,spices
11:10:00,Hector,fruit
11:10:00,Doris,fruit
11:11:00,Tara,checkout
11:11:00,Toni,checkout
11:11:00,Darren,checkout
11:11:00,Dalton,drinks
11:11:00,Mindy,fruit
11:11:00,Patricia,dairy
11:12:00,Angelica,spices
11:12:00,Audrey,fruit
11:12:00,Todd,spices
11:12:00,Kristy,checkout
11:12:00,Greg,spices
11:12:00,Alison,drinks
11:12:00,Ariana,checkout
11:12:00,Alexandria,dairy
11:12:00,Tom,spices
11:12:00,Jillian,drinks
11:13:00,Angelica,checkout
11:13:00,Trevor,checkout
11:13:00,Brittney,checkout
11:13:00,Carmen,checkout
11:13:00,Susan,spices
11:14:00,Roy,drinks
11:14:00,Desiree,fruit
11:14:00,Vanessa,fruit
11:14:00,Adrienne,drinks
11:14:00,Craig,fruit
11:15:00,Jeremy,spices
11:15:00,Paige,checkout
11:15:00,Misty,checkout
11:15:00,Oscar,checkout
11:15:00,Rodney,spices
11:15:00,Melody,drinks
11:15:00,Spencer,dairy
11:15:00,Meghan,drinks
11:16:00,Alice,fruit
11:16:00,Jill,dairy
11:16:00,Erik,drinks
11:17:00,Cindy,drinks
11:17:00,Brandon,spices
11:17:00,Howard,checkout
11:17:00,Tami,spices
11:17:00,Noah,spices
11:17:00,Logan,drinks
11:17:00,Erika,drinks
11:18:00,Erika,spices
11:18:00,Lorraine,fruit
11:18:00,Javier,drinks
11:18:00,Anne,spices
11:18:00,Ann,drinks
11:19:00,Darren,checkout
11:19:00,Linda,checkout
11:19:00,Gordon,checkout
11:19:00,Drew,checkout
11:19:00,Michele,spices
11:19:00,Barry,fruit
11:19:00,Faith,drinks
11:19:00,Dale,drinks
11:19:00,Brittany,spices
11:20:00,Alice,drinks
11:20:00,Yolanda,dairy
11:20:00,Roger,drinks
11:20:00,Janet,fruit
11:20:00,Rodney,drinks
11:20:00,Noah,spices
11:21:00,Darin,dairy
11:21:00,Brian,checkout
11:21:00,Amber,dairy
11:21:00,Claire,drinks
11:22:00,Jeffrey,checkout
11:22:00,Miranda,dairy
11:22:00,Beth,spices
11:22:00,Randy,dairy
11:22:00,Leah,drinks
11:23:00,James,checkout
11:23:00,Sonya,fruit
11:23:00,Dustin,dairy
11:23:00,Shirley,dairy
11:23:00,Mindy,spices
11:23:00,Alexander,checkout
11:23:00,Frederick,drinks
11:23:00,John,drinks
11:23:00,Marie,fruit
11:24:00,Chelsea,spices
11:24:00,Stuart,drinks
11:24:00,Alyssa,fruit
11:25:00,Alexis,checkout
11:25:00,Candice,fruit
11:25:00,Dustin,checkout
11:25:00,Kelly,dairy
11:25:00,Bradley,dairy
11:25:00,Meagan,dairy
11:26:00,Alvin,dairy
11:26:00,Doris,drinks
11:26:00,Joanne,drinks
11:26:00,Eugene,dairy
11:26:00,Dale,checkout
11:26:00,Faith,checkout
11:26:00,Omar,dairy
11:26:00,Yvette,spices
11:26:00,Ronald,drinks
11:26:00,Penny,drinks
11:26:00,Marissa,fruit
11:27:00,Sue,checkout
11:27:00,Connor,checkout
11:27:00,Amber,drinks
11:27:00,Ralph,spices
11:27:00,Brenda,spices
11:27:00,Haley,fruit
11:28:00,Kristopher,drinks
11:28:00,Michele,checkout
11:28:00,Jill,checkout
11:28:00,Julie,checkout
11:28:00,Eugene,fruit
11:28:00,Joanna,dairy
11:28:00,Jean,spices
11:28:00,Kelli,drinks
11:28:00,Jose,drinks
11:28:00,Tyrone,spices
11:29:00,Janet,drinks
11:29:00,Dillon,checkout
11:29:00,Ethan,checkout
11:29:00,Derek,fruit
11:29:00,Deborah,dairy
11:29:00,Harold,spices
11:29:00,Mary,fruit
11:29:00,Jillian,dairy
11:30:00,Ellen,checkout
11:30:00,Cameron,checkout
11:30:00,Guy,checkout
11:30:00,Tom,spices
11:30:00,Dale,spices
11:30:00,Latoya,spices
11:30:00,Cory,fruit
11:30:00,Joanne,fruit
11:30:00,Eileen,spices
11:31:00,Brittany,dairy
